expense_id,employee_id,dept,avg_monthly,category,amount,policy_limit,vendor,date,day_of_week,is_weekend,payment_mode,has_receipt,receipt_mismatch,is_duplicate,amount_over_limit,exceed_ratio,amount_vs_avg,recent_submissions,flag_count,flags,is_fraud
EXP-00571,E021,Operations,5461,Office Supplies,2260.72,5000,MakeMyTrip,2025-04-19,5,1,Cash,1,0,0,0,0.4521,0.414,4,1,Weekend Claim,0
EXP-00572,E022,Finance,9989,Hotel,9955.33,8000,Amazon,2025-07-11,4,0,UPI,0,1,0,1,1.2444,0.9966,19,4,Exceeds Policy Limit|Missing Receipt|Receipt Mismatch|Unusually Frequent,1
EXP-00573,E023,Sales,8873,Hotel,5684.75,8000,Swiggy,2025-04-23,2,0,Debit Card,1,0,0,0,0.7106,0.6407,3,0,,0
EXP-00574,E024,Sales,3981,Office Supplies,529.87,5000,IRCTC,2025-07-04,4,0,UPI,1,0,0,0,0.106,0.1331,4,0,,0
EXP-00575,E025,Operations,5798,Travel,5514.97,15000,Zomato,2025-05-14,2,0,Debit Card,1,0,0,0,0.3677,0.9512,2,0,,0
EXP-00576,E026,Operations,8439,Travel,10816.31,15000,Amazon,2025-05-31,5,1,Debit Card,1,0,0,0,0.7211,1.2817,7,1,Weekend Claim,0
EXP-00577,E027,Marketing,2337,Entertainment,1463.27,4000,MakeMyTrip,2025-05-19,0,0,Credit Card,1,0,0,0,0.3658,0.6261,7,0,,0
EXP-00578,E028,Sales,8360,Office Supplies,3888.34,5000,Swiggy,2025-07-10,3,0,Cash,1,0,0,0,0.7777,0.4651,3,0,,0
EXP-00579,E029,Finance,2492,Entertainment,6062.64,4000,Flipkart,2025-06-15,6,1,Credit Card,1,0,0,1,1.5157,2.4328,13,3,Exceeds Policy Limit|Weekend Claim|Unusually Frequent,1
EXP-00580,E030,Marketing,2064,Office Supplies,7433.24,5000,Ola,2025-04-22,1,0,UPI,0,0,0,1,1.4866,3.6014,13,3,Exceeds Policy Limit|Missing Receipt|Unusually Frequent,1
EXP-00581,E031,Engineering,7463,Entertainment,2024.11,4000,Dmart,2025-06-16,0,0,Cash,1,0,0,0,0.506,0.2712,1,0,,0
EXP-00582,E032,HR,7618,Entertainment,764.49,4000,Flipkart,2025-06-10,1,0,UPI,1,0,0,0,0.1911,0.1004,2,0,,0
EXP-00583,E033,HR,6514,Fuel,999.76,3000,OYO Rooms,2025-06-07,5,1,Cash,1,0,0,0,0.3333,0.1535,7,1,Weekend Claim,0
EXP-00584,E034,Marketing,5561,Hotel,2814.04,8000,Flipkart,2025-06-18,2,0,Cash,1,0,0,0,0.3518,0.506,3,0,,0
EXP-00585,E035,Engineering,5099,Travel,6325.62,15000,Dmart,2025-06-27,4,0,Debit Card,1,0,0,0,0.4217,1.2406,3,0,,0
EXP-00586,E036,Finance,9073,Food,3336.55,2000,Amazon,2025-05-29,3,0,Debit Card,1,0,0,1,1.6683,0.3677,8,1,Exceeds Policy Limit,1
EXP-00587,E037,Operations,7847,Office Supplies,1764.52,5000,MakeMyTrip,2025-04-19,5,1,Cash,1,0,0,0,0.3529,0.2249,2,1,Weekend Claim,0
EXP-00588,E038,Finance,7991,Office Supplies,1969.47,5000,Uber,2025-05-28,2,0,UPI,1,0,0,0,0.3939,0.2465,3,0,,0
EXP-00589,E039,HR,7056,Travel,12203.72,15000,MakeMyTrip,2025-05-12,0,0,Cash,1,0,0,0,0.8136,1.7296,1,0,,0
EXP-00590,E040,Operations,4690,Travel,9074.02,15000,Amazon,2025-07-13,6,1,Cash,1,0,0,0,0.6049,1.9348,7,1,Weekend Claim,0
EXP-00591,E041,Sales,2502,Food,579.91,2000,Flipkart,2025-06-21,5,1,Debit Card,1,0,0,0,0.29,0.2318,6,1,Weekend Claim,0
EXP-00592,E042,HR,6488,Travel,6731.87,15000,Swiggy,2025-04-21,0,0,Debit Card,1,0,0,0,0.4488,1.0376,1,0,,0
EXP-00593,E043,Sales,9721,Hotel,2513.05,8000,Swiggy,2025-05-06,1,0,Cash,1,0,0,0,0.3141,0.2585,6,0,,0
EXP-00594,E044,HR,9742,Food,806.85,2000,Amazon,2025-07-01,1,0,UPI,1,0,0,0,0.4034,0.0828,3,0,,0
EXP-00595,E045,Engineering,2563,Entertainment,2343.32,4000,Ola,2025-06-28,5,1,Debit Card,1,0,0,0,0.5858,0.9143,3,1,Weekend Claim,0
EXP-00596,E046,Finance,3757,Entertainment,6364.11,4000,OYO Rooms,2025-05-25,6,1,Cash,1,0,1,1,1.591,1.6939,9,3,Exceeds Policy Limit|Weekend Claim|Duplicate Claim,1
EXP-00597,E047,Marketing,3678,Fuel,2543.66,3000,Swiggy,2025-05-10,5,1,UPI,1,0,0,0,0.8479,0.6916,3,1,Weekend Claim,0
EXP-00598,E048,Finance,8668,Entertainment,7001.86,4000,Flipkart,2025-06-15,6,1,Debit Card,0,0,1,1,1.7505,0.8078,8,4,Exceeds Policy Limit|Weekend Claim|Missing Receipt|Duplicate Claim,1
EXP-00599,E049,HR,5314,Fuel,514.59,3000,Zomato,2025-04-28,0,0,Debit Card,1,0,0,0,0.1715,0.0968,1,0,,0
EXP-00600,E050,Sales,4729,Travel,8066.78,15000,Uber,2025-06-01,6,1,Debit Card,1,0,0,0,0.5378,1.7058,6,1,Weekend Claim,0
EXP-00601,E001,Finance,2860,Food,1337.75,2000,Uber,2025-04-24,3,0,Debit Card,1,0,0,0,0.6689,0.4677,4,0,,0
EXP-00602,E002,Marketing,5092,Travel,5403.33,15000,Dmart,2025-07-10,3,0,Credit Card,1,0,0,0,0.3602,1.0611,5,0,,0
EXP-00603,E003,HR,7334,Hotel,14259.52,8000,OYO Rooms,2025-05-01,3,0,Debit Card,1,0,0,1,1.7824,1.9443,18,2,Exceeds Policy Limit|Unusually Frequent,1
EXP-00604,E004,Marketing,5171,Hotel,14015.28,8000,Dmart,2025-07-05,5,1,UPI,1,0,0,1,1.7519,2.7104,8,2,Exceeds Policy Limit|Weekend Claim,1
EXP-00605,E005,HR,3685,Food,2689.5,2000,OYO Rooms,2025-06-08,6,1,Cash,1,0,0,1,1.3447,0.7299,10,2,Exceeds Policy Limit|Weekend Claim,1
EXP-00606,E006,Finance,9581,Entertainment,1075.13,4000,Amazon,2025-06-01,6,1,UPI,1,0,0,0,0.2688,0.1122,4,1,Weekend Claim,0
EXP-00607,E007,Finance,8420,Entertainment,1056.15,4000,Dmart,2025-07-09,2,0,Cash,1,0,0,0,0.264,0.1254,6,0,,0
EXP-00608,E008,Sales,6117,Office Supplies,2743.06,5000,IRCTC,2025-04-20,6,1,Credit Card,1,1,0,0,0.5486,0.4484,19,3,Weekend Claim|Receipt Mismatch|Unusually Frequent,1
EXP-00609,E009,Engineering,9728,Office Supplies,1473.41,5000,Amazon,2025-05-07,2,0,Debit Card,1,0,0,0,0.2947,0.1515,5,0,,0
EXP-00610,E010,Sales,4047,Hotel,5745.96,8000,Ola,2025-05-17,5,1,Debit Card,1,0,0,0,0.7182,1.4198,6,1,Weekend Claim,0
EXP-00611,E011,Operations,9101,Entertainment,1686.95,4000,Uber,2025-05-18,6,1,Debit Card,1,0,0,0,0.4217,0.1854,7,1,Weekend Claim,0
EXP-00612,E012,HR,3899,Office Supplies,3595.31,5000,MakeMyTrip,2025-07-14,0,0,UPI,1,0,0,0,0.7191,0.9221,3,0,,0
EXP-00613,E013,Engineering,5202,Office Supplies,752.21,5000,Zomato,2025-05-29,3,0,Debit Card,1,0,0,0,0.1504,0.1446,3,0,,0
EXP-00614,E014,Marketing,4888,Hotel,6049.63,8000,Swiggy,2025-06-29,6,1,Debit Card,1,1,0,0,0.7562,1.2376,8,2,Weekend Claim|Receipt Mismatch,1
EXP-00615,E015,Finance,2600,Hotel,2962.56,8000,Amazon,2025-05-23,4,0,Cash,1,0,0,0,0.3703,1.1394,3,0,,0
EXP-00616,E016,Sales,4041,Entertainment,443.14,4000,MakeMyTrip,2025-04-29,1,0,Debit Card,1,0,0,0,0.1108,0.1097,2,0,,0
EXP-00617,E017,Marketing,9041,Fuel,387.61,3000,Dmart,2025-04-28,0,0,Cash,1,0,0,0,0.1292,0.0429,3,0,,0
EXP-00618,E018,Finance,3478,Hotel,4547.68,8000,Dmart,2025-04-22,1,0,Cash,1,0,0,0,0.5685,1.3076,5,0,,0
EXP-00619,E019,HR,8349,Travel,2279.94,15000,Swiggy,2025-06-17,1,0,Cash,1,0,0,0,0.152,0.2731,7,0,,0
EXP-00620,E020,Sales,5943,Food,1261.1,2000,Zomato,2025-06-03,1,0,Debit Card,1,0,0,0,0.6305,0.2122,1,0,,0
EXP-00621,E021,Operations,5461,Hotel,6010.46,8000,Ola,2025-07-05,5,1,Cash,1,0,0,0,0.7513,1.1006,6,1,Weekend Claim,0
EXP-00622,E022,Finance,9989,Fuel,5053.67,3000,Ola,2025-06-04,2,0,Cash,1,0,1,1,1.6846,0.5059,16,3,Exceeds Policy Limit|Duplicate Claim|Unusually Frequent,1
EXP-00623,E023,Sales,8873,Entertainment,1519.37,4000,Amazon,2025-04-20,6,1,Debit Card,1,0,0,0,0.3798,0.1712,3,1,Weekend Claim,0
EXP-00624,E024,Sales,3981,Office Supplies,703.97,5000,Flipkart,2025-05-18,6,1,Credit Card,1,0,0,0,0.1408,0.1768,7,1,Weekend Claim,0
EXP-00625,E025,Operations,5798,Entertainment,1225.86,4000,Uber,2025-04-24,3,0,Debit Card,1,0,0,0,0.3065,0.2114,1,0,,0
EXP-00626,E026,Operations,8439,Travel,3517.76,15000,OYO Rooms,2025-05-01,3,0,UPI,1,0,0,0,0.2345,0.4168,6,0,,0
EXP-00627,E027,Marketing,2337,Travel,10920.38,15000,Zomato,2025-07-02,2,0,UPI,1,0,0,0,0.728,4.6728,2,0,,0
EXP-00628,E028,Sales,8360,Travel,8359.1,15000,IRCTC,2025-06-03,1,0,UPI,1,0,0,0,0.5573,0.9999,7,0,,0
EXP-00629,E029,Finance,2492,Fuel,1753.59,3000,Zomato,2025-06-09,0,0,UPI,1,0,0,0,0.5845,0.7037,9,0,,0
EXP-00630,E030,Marketing,2064,Food,1073.18,2000,Zomato,2025-04-13,6,1,Cash,1,0,1,0,0.5366,0.52,11,2,Weekend Claim|Duplicate Claim,1
EXP-00631,E031,Engineering,7463,Entertainment,2377.14,4000,IRCTC,2025-07-09,2,0,Debit Card,1,0,0,0,0.5943,0.3185,5,0,,0
EXP-00632,E032,HR,7618,Hotel,5224.56,8000,Flipkart,2025-04-19,5,1,Cash,1,0,0,0,0.6531,0.6858,7,1,Weekend Claim,0
EXP-00633,E033,HR,6514,Hotel,980.16,8000,Uber,2025-04-26,5,1,Credit Card,1,0,0,0,0.1225,0.1505,7,1,Weekend Claim,0
EXP-00634,E034,Marketing,5561,Office Supplies,733.98,5000,Uber,2025-06-26,3,0,Credit Card,1,0,0,0,0.1468,0.132,4,0,,0
EXP-00635,E035,Engineering,5099,Fuel,2138.19,3000,Swiggy,2025-05-13,1,0,UPI,1,0,0,0,0.7127,0.4193,2,0,,0
EXP-00636,E036,Finance,9073,Hotel,4242.98,8000,Amazon,2025-04-19,5,1,Debit Card,0,0,0,0,0.5304,0.4676,11,2,Weekend Claim|Missing Receipt,1
EXP-00637,E037,Operations,7847,Hotel,6711.82,8000,IRCTC,2025-06-06,4,0,Cash,1,0,0,0,0.839,0.8553,4,0,,0
EXP-00638,E038,Finance,7991,Hotel,2757.52,8000,IRCTC,2025-07-08,1,0,Debit Card,1,0,0,0,0.3447,0.3451,5,0,,0
EXP-00639,E039,HR,7056,Food,584.69,2000,Zomato,2025-05-28,2,0,Credit Card,1,0,0,0,0.2923,0.0829,4,0,,0
EXP-00640,E040,Operations,4690,Food,1413.54,2000,IRCTC,2025-04-25,4,0,Cash,1,0,0,0,0.7068,0.3014,6,0,,0
EXP-00641,E041,Sales,2502,Entertainment,1853.61,4000,Amazon,2025-07-05,5,1,Debit Card,1,0,0,0,0.4634,0.7409,4,1,Weekend Claim,0
EXP-00642,E042,HR,6488,Entertainment,2741.67,4000,Uber,2025-06-22,6,1,Credit Card,1,0,0,0,0.6854,0.4226,3,1,Weekend Claim,0
EXP-00643,E043,Sales,9721,Travel,6670.32,15000,Dmart,2025-05-20,1,0,Credit Card,1,0,0,0,0.4447,0.6862,7,0,,0
EXP-00644,E044,HR,9742,Food,887.65,2000,Ola,2025-07-03,3,0,Cash,1,0,0,0,0.4438,0.0911,1,0,,0
EXP-00645,E045,Engineering,2563,Fuel,2048.36,3000,Uber,2025-07-01,1,0,Cash,1,0,0,0,0.6828,0.7992,2,0,,0
EXP-00646,E046,Finance,3757,Office Supplies,3845.83,5000,OYO Rooms,2025-04-27,6,1,Cash,0,1,0,0,0.7692,1.0236,19,4,Weekend Claim|Missing Receipt|Receipt Mismatch|Unusually Frequent,1
EXP-00647,E047,Marketing,3678,Fuel,1113.16,3000,Uber,2025-05-29,3,0,Cash,1,0,0,0,0.3711,0.3027,2,0,,0
EXP-00648,E048,Finance,8668,Fuel,5508.21,3000,Dmart,2025-07-10,3,0,UPI,1,0,0,1,1.8361,0.6355,16,2,Exceeds Policy Limit|Unusually Frequent,1
EXP-00649,E049,HR,5314,Entertainment,1089.48,4000,OYO Rooms,2025-06-07,5,1,Cash,1,0,0,0,0.2724,0.205,1,1,Weekend Claim,0
EXP-00650,E050,Sales,4729,Entertainment,2964.11,4000,Swiggy,2025-05-24,5,1,Debit Card,1,0,0,0,0.741,0.6268,6,1,Weekend Claim,0
EXP-00651,E001,Finance,2860,Hotel,1897.03,8000,OYO Rooms,2025-04-27,6,1,Debit Card,1,0,0,0,0.2371,0.6633,6,1,Weekend Claim,0
EXP-00652,E002,Marketing,5092,Entertainment,829.0,4000,Dmart,2025-04-29,1,0,Cash,1,0,0,0,0.2072,0.1628,3,0,,0
EXP-00653,E003,HR,7334,Hotel,15917.36,8000,Dmart,2025-06-01,6,1,Debit Card,1,0,0,1,1.9897,2.1704,12,2,Exceeds Policy Limit|Weekend Claim,1
EXP-00654,E004,Marketing,5171,Entertainment,2828.37,4000,MakeMyTrip,2025-04-26,5,1,Cash,1,1,0,0,0.7071,0.547,8,2,Weekend Claim|Receipt Mismatch,1
EXP-00655,E005,HR,3685,Office Supplies,6811.57,5000,Uber,2025-07-08,1,0,Credit Card,1,1,0,1,1.3623,1.8485,18,3,Exceeds Policy Limit|Receipt Mismatch|Unusually Frequent,1
EXP-00656,E006,Finance,9581,Travel,10190.81,15000,Ola,2025-05-16,4,0,UPI,1,0,0,0,0.6794,1.0636,7,0,,0
EXP-00657,E007,Finance,8420,Food,969.38,2000,Ola,2025-06-16,0,0,Credit Card,1,0,0,0,0.4847,0.1151,7,0,,0
EXP-00658,E008,Sales,6117,Entertainment,2748.91,4000,Zomato,2025-06-01,6,1,UPI,0,1,1,0,0.6872,0.4494,16,5,Weekend Claim|Missing Receipt|Receipt Mismatch|Duplicate Claim|Unusually Frequent,1
EXP-00659,E009,Engineering,9728,Fuel,1427.87,3000,MakeMyTrip,2025-04-20,6,1,Credit Card,1,0,0,0,0.476,0.1468,4,1,Weekend Claim,0
EXP-00660,E010,Sales,4047,Fuel,2388.86,3000,Swiggy,2025-07-15,1,0,Cash,1,0,0,0,0.7963,0.5903,4,0,,0
EXP-00661,E011,Operations,9101,Food,523.25,2000,MakeMyTrip,2025-06-14,5,1,Credit Card,1,0,0,0,0.2616,0.0575,7,1,Weekend Claim,0
EXP-00662,E012,HR,3899,Entertainment,3144.9,4000,MakeMyTrip,2025-07-08,1,0,Cash,1,0,0,0,0.7862,0.8066,3,0,,0
EXP-00663,E013,Engineering,5202,Food,788.14,2000,MakeMyTrip,2025-07-05,5,1,Credit Card,1,0,0,0,0.3941,0.1515,7,1,Weekend Claim,0
EXP-00664,E014,Marketing,4888,Food,1072.78,2000,OYO Rooms,2025-06-09,0,0,Debit Card,1,0,0,0,0.5364,0.2195,10,0,,0
EXP-00665,E015,Finance,2600,Travel,4681.51,15000,Amazon,2025-07-05,5,1,Cash,1,0,0,0,0.3121,1.8006,1,1,Weekend Claim,0
EXP-00666,E016,Sales,4041,Food,1201.8,2000,MakeMyTrip,2025-04-24,3,0,UPI,1,0,0,0,0.6009,0.2974,7,0,,0
EXP-00667,E017,Marketing,9041,Hotel,1953.86,8000,OYO Rooms,2025-06-18,2,0,Cash,1,0,0,0,0.2442,0.2161,2,0,,0
EXP-00668,E018,Finance,3478,Office Supplies,3818.21,5000,Dmart,2025-05-09,4,0,Credit Card,1,0,0,0,0.7636,1.0978,6,0,,0
EXP-00669,E019,HR,8349,Hotel,2838.62,8000,Dmart,2025-07-03,3,0,Debit Card,1,0,0,0,0.3548,0.34,4,0,,0
EXP-00670,E020,Sales,5943,Travel,9445.27,15000,Swiggy,2025-05-17,5,1,UPI,1,0,0,0,0.6297,1.5893,6,1,Weekend Claim,0
EXP-00671,E021,Operations,5461,Fuel,1064.94,3000,MakeMyTrip,2025-05-21,2,0,UPI,1,0,0,0,0.355,0.195,3,0,,0
EXP-00672,E022,Finance,9989,Food,1498.1,2000,IRCTC,2025-06-08,6,1,Debit Card,1,0,0,0,0.749,0.15,16,2,Weekend Claim|Unusually Frequent,1
EXP-00673,E023,Sales,8873,Entertainment,1746.34,4000,Dmart,2025-06-12,3,0,Debit Card,1,0,0,0,0.4366,0.1968,3,0,,0
EXP-00674,E024,Sales,3981,Entertainment,580.29,4000,Zomato,2025-05-04,6,1,Debit Card,1,0,0,0,0.1451,0.1458,2,1,Weekend Claim,0
EXP-00675,E025,Operations,5798,Food,465.79,2000,Swiggy,2025-06-22,6,1,UPI,1,0,0,0,0.2329,0.0803,5,1,Weekend Claim,0
EXP-00676,E026,Operations,8439,Hotel,1133.63,8000,Flipkart,2025-07-01,1,0,Credit Card,1,0,0,0,0.1417,0.1343,3,0,,0
EXP-00677,E027,Marketing,2337,Fuel,1225.19,3000,Ola,2025-06-12,3,0,Debit Card,1,0,0,0,0.4084,0.5243,7,0,,0
EXP-00678,E028,Sales,8360,Fuel,2345.64,3000,MakeMyTrip,2025-04-20,6,1,UPI,1,0,0,0,0.7819,0.2806,7,1,Weekend Claim,0
EXP-00679,E029,Finance,2492,Travel,14285.58,15000,Zomato,2025-04-22,1,0,UPI,1,0,0,0,0.9524,5.7326,8,0,,0
EXP-00680,E030,Marketing,2064,Office Supplies,6239.82,5000,Uber,2025-07-06,6,1,Debit Card,1,0,1,1,1.248,3.0232,18,4,Exceeds Policy Limit|Weekend Claim|Duplicate Claim|Unusually Frequent,1
EXP-00681,E031,Engineering,7463,Hotel,6389.33,8000,Swiggy,2025-04-21,0,0,Debit Card,1,0,0,0,0.7987,0.8561,7,0,,0
EXP-00682,E032,HR,7618,Food,1040.87,2000,IRCTC,2025-05-25,6,1,Cash,1,0,0,0,0.5204,0.1366,1,1,Weekend Claim,0
EXP-00683,E033,HR,6514,Hotel,5605.88,8000,Amazon,2025-07-11,4,0,Cash,1,0,0,0,0.7007,0.8606,2,0,,0
EXP-00684,E034,Marketing,5561,Office Supplies,945.16,5000,Ola,2025-05-08,3,0,Credit Card,1,0,0,0,0.189,0.17,1,0,,0
EXP-00685,E035,Engineering,5099,Fuel,1688.12,3000,Uber,2025-07-05,5,1,UPI,1,0,0,0,0.5627,0.3311,4,1,Weekend Claim,0
EXP-00686,E036,Finance,9073,Office Supplies,5204.81,5000,Amazon,2025-05-04,6,1,Debit Card,1,0,1,0,1.041,0.5737,17,4,Exceeds Policy Limit|Weekend Claim|Duplicate Claim|Unusually Frequent,1
EXP-00687,E037,Operations,7847,Food,275.52,2000,MakeMyTrip,2025-05-25,6,1,Cash,1,0,0,0,0.1378,0.0351,1,1,Weekend Claim,0
EXP-00688,E038,Finance,7991,Entertainment,1079.56,4000,Flipkart,2025-07-15,1,0,Cash,1,0,0,0,0.2699,0.1351,1,0,,0
EXP-00689,E039,HR,7056,Food,738.81,2000,MakeMyTrip,2025-06-25,2,0,UPI,1,0,0,0,0.3694,0.1047,7,0,,0
EXP-00690,E040,Operations,4690,Entertainment,3087.65,4000,MakeMyTrip,2025-04-27,6,1,Credit Card,1,0,0,0,0.7719,0.6583,6,1,Weekend Claim,0
EXP-00691,E041,Sales,2502,Entertainment,1027.18,4000,MakeMyTrip,2025-06-29,6,1,Debit Card,1,0,0,0,0.2568,0.4105,6,1,Weekend Claim,0
EXP-00692,E042,HR,6488,Entertainment,3138.68,4000,IRCTC,2025-06-11,2,0,Credit Card,1,0,0,0,0.7847,0.4838,6,0,,0
EXP-00693,E043,Sales,9721,Entertainment,2685.65,4000,Amazon,2025-07-03,3,0,Debit Card,1,0,0,0,0.6714,0.2763,1,0,,0
EXP-00694,E044,HR,9742,Hotel,900.54,8000,Dmart,2025-05-08,3,0,Credit Card,1,0,0,0,0.1126,0.0924,6,0,,0
EXP-00695,E045,Engineering,2563,Travel,8268.92,15000,Dmart,2025-05-30,4,0,Debit Card,1,0,0,0,0.5513,3.2263,5,0,,0
EXP-00696,E046,Finance,3757,Entertainment,6973.11,4000,Uber,2025-06-29,6,1,Cash,1,0,0,1,1.7433,1.856,19,3,Exceeds Policy Limit|Weekend Claim|Unusually Frequent,1
EXP-00697,E047,Marketing,3678,Hotel,5441.43,8000,Swiggy,2025-06-11,2,0,Cash,1,0,0,0,0.6802,1.4795,1,0,,0
EXP-00698,E048,Finance,8668,Fuel,2509.52,3000,MakeMyTrip,2025-06-29,6,1,Cash,1,0,0,0,0.8365,0.2895,9,1,Weekend Claim,1
EXP-00699,E049,HR,5314,Fuel,1229.64,3000,Amazon,2025-05-19,0,0,Debit Card,1,0,0,0,0.4099,0.2314,6,0,,0
EXP-00700,E050,Sales,4729,Entertainment,945.34,4000,Zomato,2025-05-18,6,1,Credit Card,1,0,0,0,0.2363,0.1999,4,1,Weekend Claim,0
EXP-00701,E001,Finance,2860,Food,452.31,2000,Swiggy,2025-05-11,6,1,UPI,1,0,0,0,0.2262,0.1582,7,1,Weekend Claim,0
EXP-00702,E002,Marketing,5092,Hotel,2374.06,8000,IRCTC,2025-06-01,6,1,Cash,1,0,0,0,0.2968,0.4662,2,1,Weekend Claim,0
EXP-00703,E003,HR,7334,Fuel,2741.46,3000,Uber,2025-06-28,5,1,Debit Card,1,0,0,0,0.9138,0.3738,12,1,Weekend Claim,1
EXP-00704,E004,Marketing,5171,Food,1929.13,2000,Dmart,2025-07-12,5,1,UPI,1,0,1,0,0.9646,0.3731,13,3,Weekend Claim|Duplicate Claim|Unusually Frequent,1
EXP-00705,E005,HR,3685,Food,2270.68,2000,MakeMyTrip,2025-05-10,5,1,Debit Card,1,0,0,1,1.1353,0.6162,18,3,Exceeds Policy Limit|Weekend Claim|Unusually Frequent,1
EXP-00706,E006,Finance,9581,Fuel,1029.78,3000,Swiggy,2025-04-26,5,1,Credit Card,1,0,0,0,0.3433,0.1075,1,1,Weekend Claim,0
EXP-00707,E007,Finance,8420,Entertainment,2861.28,4000,MakeMyTrip,2025-06-11,2,0,Debit Card,1,0,0,0,0.7153,0.3398,6,0,,0
EXP-00708,E008,Sales,6117,Entertainment,3327.76,4000,MakeMyTrip,2025-04-20,6,1,Cash,1,1,1,0,0.8319,0.544,9,3,Weekend Claim|Receipt Mismatch|Duplicate Claim,1
EXP-00709,E009,Engineering,9728,Travel,3728.57,15000,Amazon,2025-05-03,5,1,Cash,1,0,0,0,0.2486,0.3833,3,1,Weekend Claim,0
EXP-00710,E010,Sales,4047,Fuel,1529.53,3000,Ola,2025-06-16,0,0,Credit Card,1,0,0,0,0.5098,0.3779,1,0,,0
EXP-00711,E011,Operations,9101,Travel,10468.62,15000,Uber,2025-05-19,0,0,Cash,1,0,0,0,0.6979,1.1503,6,0,,0
EXP-00712,E012,HR,3899,Travel,2089.4,15000,Dmart,2025-05-29,3,0,Cash,1,0,0,0,0.1393,0.5359,2,0,,0
EXP-00713,E013,Engineering,5202,Hotel,942.25,8000,Uber,2025-06-25,2,0,Cash,1,0,0,0,0.1178,0.1811,6,0,,0
EXP-00714,E014,Marketing,4888,Travel,17183.4,15000,Ola,2025-04-27,6,1,Cash,1,0,0,1,1.1456,3.5154,10,2,Exceeds Policy Limit|Weekend Claim,1
EXP-00715,E015,Finance,2600,Office Supplies,3241.84,5000,Flipkart,2025-06-30,0,0,Debit Card,1,0,0,0,0.6484,1.2469,6,0,,0
EXP-00716,E016,Sales,4041,Hotel,2638.6,8000,Zomato,2025-05-29,3,0,Cash,1,0,0,0,0.3298,0.653,2,0,,0
EXP-00717,E017,Marketing,9041,Entertainment,2032.6,4000,IRCTC,2025-05-18,6,1,Cash,1,0,0,0,0.5081,0.2248,3,1,Weekend Claim,0
EXP-00718,E018,Finance,3478,Entertainment,983.34,4000,MakeMyTrip,2025-07-04,4,0,Cash,1,0,0,0,0.2458,0.2827,5,0,,0
EXP-00719,E019,HR,8349,Office Supplies,1690.83,5000,IRCTC,2025-06-10,1,0,Credit Card,1,0,0,0,0.3382,0.2025,5,0,,0
EXP-00720,E020,Sales,5943,Food,343.04,2000,Amazon,2025-06-18,2,0,UPI,1,0,0,0,0.1715,0.0577,6,0,,0
EXP-00721,E021,Operations,5461,Entertainment,2657.41,4000,Amazon,2025-05-25,6,1,Credit Card,1,0,0,0,0.6644,0.4866,4,1,Weekend Claim,0
EXP-00722,E022,Finance,9989,Hotel,10301.84,8000,Zomato,2025-06-09,0,0,Credit Card,1,1,0,1,1.2877,1.0313,11,2,Exceeds Policy Limit|Receipt Mismatch,1
EXP-00723,E023,Sales,8873,Entertainment,1439.68,4000,Ola,2025-07-14,0,0,Credit Card,1,0,0,0,0.3599,0.1623,6,0,,0
EXP-00724,E024,Sales,3981,Entertainment,504.02,4000,Uber,2025-06-01,6,1,UPI,1,0,0,0,0.126,0.1266,3,1,Weekend Claim,0
EXP-00725,E025,Operations,5798,Office Supplies,1424.45,5000,Zomato,2025-06-24,1,0,Cash,1,0,0,0,0.2849,0.2457,4,0,,0
EXP-00726,E026,Operations,8439,Fuel,574.75,3000,OYO Rooms,2025-06-27,4,0,Debit Card,1,0,0,0,0.1916,0.0681,6,0,,0
EXP-00727,E027,Marketing,2337,Travel,3087.46,15000,Ola,2025-06-14,5,1,UPI,1,0,0,0,0.2058,1.3211,4,1,Weekend Claim,0
EXP-00728,E028,Sales,8360,Office Supplies,1086.19,5000,OYO Rooms,2025-05-02,4,0,UPI,1,0,0,0,0.2172,0.1299,5,0,,0
EXP-00729,E029,Finance,2492,Fuel,5968.74,3000,Flipkart,2025-06-22,6,1,Credit Card,1,1,1,1,1.9896,2.3952,10,4,Exceeds Policy Limit|Weekend Claim|Receipt Mismatch|Duplicate Claim,1
EXP-00730,E030,Marketing,2064,Office Supplies,3727.72,5000,Uber,2025-05-11,6,1,Credit Card,1,0,0,0,0.7455,1.8061,8,1,Weekend Claim,1
EXP-00731,E031,Engineering,7463,Hotel,2473.63,8000,Amazon,2025-07-05,5,1,Debit Card,1,0,0,0,0.3092,0.3315,7,1,Weekend Claim,0
EXP-00732,E032,HR,7618,Food,985.4,2000,MakeMyTrip,2025-07-04,4,0,Credit Card,1,0,0,0,0.4927,0.1294,7,0,,0
EXP-00733,E033,HR,6514,Hotel,6751.78,8000,Amazon,2025-05-12,0,0,UPI,1,0,0,0,0.844,1.0365,7,0,,0
EXP-00734,E034,Marketing,5561,Food,1103.7,2000,Swiggy,2025-07-12,5,1,UPI,1,0,0,0,0.5519,0.1985,4,1,Weekend Claim,0
EXP-00735,E035,Engineering,5099,Hotel,6674.91,8000,Swiggy,2025-06-03,1,0,Debit Card,1,0,0,0,0.8344,1.3091,3,0,,0
EXP-00736,E036,Finance,9073,Hotel,6531.58,8000,Flipkart,2025-06-15,6,1,Debit Card,1,0,0,0,0.8164,0.7199,19,2,Weekend Claim|Unusually Frequent,1
